text,location,device,action
请打开厨房灯,厨房,灯,打开
把卧室窗帘开启,卧室,窗帘,打开
关掉卫生间灯,卫生间,灯,关闭
帮我关一下餐厅的风扇,餐厅,风扇,关闭
把客厅空调启动,客厅,空调,打开
我想帮我关书房灯,书房,灯,关闭
阳台的灯停止一下,阳台,灯,关闭
请请关闭客厅窗帘,客厅,窗帘,关闭
停止餐厅风扇,餐厅,风扇,关闭
请打开卧室灯,卧室,灯,打开
客厅的空调帮我开一下,客厅,空调,打开
麻烦启动卫生间里面的热水器,卫生间,热水器,打开
把阳台灯关闭,阳台,灯,关闭
我想请关闭厨房灯,厨房,灯,关闭
麻烦关掉阳台里面的窗帘,阳台,窗帘,关闭
请打开卫生间热水器,卫生间,热水器,打开
关一下客厅灯,客厅,灯,关闭
我想打开书房窗帘,书房,窗帘,打开
请停止客厅电视,客厅,电视,关闭
把书房风扇关一下,书房,风扇,关闭
客厅的电视停止一下,客厅,电视,关闭
麻烦帮我关书房里面的灯,书房,灯,关闭
我想停止卧室灯,卧室,灯,关闭
把客厅灯开启,客厅,灯,打开
请开一下客厅风扇,客厅,风扇,打开
现在关上餐厅风扇,餐厅,风扇,关闭
我想关掉书房风扇,书房,风扇,关闭
请帮我开客厅电视,客厅,电视,打开
餐厅的空调打开一下,餐厅,空调,打开
把餐厅风扇开启,餐厅,风扇,打开
把客厅风扇请关闭,客厅,风扇,关闭
卧室的窗帘请打开一下,卧室,窗帘,打开
把客厅灯帮我关,客厅,灯,关闭
把餐厅灯关掉,餐厅,灯,关闭
我想打开客厅电视,客厅,电视,打开
我想请关闭卧室风扇,卧室,风扇,关闭
厨房的热水器开启一下,厨房,热水器,打开
我想帮我关餐厅空调,餐厅,空调,关闭
请打开客厅空调,客厅,空调,打开
请打开书房空调,书房,空调,打开
阳台的窗帘关一下一下,阳台,窗帘,关闭
我想关一下阳台窗帘,阳台,窗帘,关闭
帮我停止书房的窗帘,书房,窗帘,关闭
请开一下客厅窗帘,客厅,窗帘,打开
帮我开启餐厅的空调,餐厅,空调,打开
麻烦请打开厨房里面的灯,厨房,灯,打开
麻烦帮我开厨房里面的热水器,厨房,热水器,打开
帮我请打开卧室的空调,卧室,空调,打开
书房的空调打开一下,书房,空调,打开
现在关上书房空调,书房,空调,关闭
请打开书房风扇,书房,风扇,打开
请请打开客厅风扇,客厅,风扇,打开
厨房的油烟机帮我关一下,厨房,油烟机,关闭
我想关一下书房窗帘,书房,窗帘,关闭
请打开厨房灯,厨房,灯,打开
我想关闭阳台窗帘,阳台,窗帘,关闭
关掉卫生间热水器,卫生间,热水器,关闭
请开启厨房热水器,厨房,热水器,打开
书房的灯开一下一下,书房,灯,打开
关上客厅灯,客厅,灯,关闭
现在开启书房窗帘,书房,窗帘,打开
现在帮我关卧室风扇,卧室,风扇,关闭
现在打开客厅风扇,客厅,风扇,打开
我想停止卧室空调,卧室,空调,关闭
停止书房灯,书房,灯,关闭
现在关一下卫生间排风扇,卫生间,排风扇,关闭
现在启动阳台灯,阳台,灯,打开
厨房的油烟机关闭一下,厨房,油烟机,关闭
麻烦停止书房里面的灯,书房,灯,关闭
我想帮我关卫生间热水器,卫生间,热水器,关闭
卫生间的灯打开一下,卫生间,灯,打开
帮我关上餐厅的空调,餐厅,空调,关闭
我想帮我开厨房灯,厨房,灯,打开
麻烦请关闭阳台里面的灯,阳台,灯,关闭
帮我开一下书房的风扇,书房,风扇,打开
现在打开餐厅风扇,餐厅,风扇,打开
把客厅电视关闭,客厅,电视,关闭
帮我请打开客厅的风扇,客厅,风扇,打开
请关一下客厅风扇,客厅,风扇,关闭
帮我请关闭客厅的电视,客厅,电视,关闭
现在请打开阳台窗帘,阳台,窗帘,打开
帮我请关闭书房的窗帘,书房,窗帘,关闭
开启餐厅风扇,餐厅,风扇,打开
我想关一下客厅灯,客厅,灯,关闭
请请关闭书房风扇,书房,风扇,关闭
我想关闭卧室空调,卧室,空调,关闭
帮我开一下餐厅的灯,餐厅,灯,打开
请关上客厅空调,客厅,空调,关闭
现在关一下卧室风扇,卧室,风扇,关闭
帮我打开餐厅的空调,餐厅,空调,打开
帮我帮我开卧室的窗帘,卧室,窗帘,打开
现在请打开餐厅空调,餐厅,空调,打开
麻烦启动卫生间里面的排风扇,卫生间,排风扇,打开
现在开启卧室窗帘,卧室,窗帘,打开
请关闭厨房灯,厨房,灯,关闭
帮我关掉厨房的灯,厨房,灯,关闭
麻烦启动卧室里面的风扇,卧室,风扇,打开
麻烦关一下书房里面的空调,书房,空调,关闭
阳台的灯打开一下,阳台,灯,打开
我想关掉客厅空调,客厅,空调,关闭
我想关闭卧室灯,卧室,灯,关闭
关一下阳台窗帘,阳台,窗帘,关闭
麻烦关掉卧室里面的风扇,卧室,风扇,关闭
我想打开客厅窗帘,客厅,窗帘,打开
帮我开书房灯,书房,灯,打开
麻烦关闭阳台里面的灯,阳台,灯,关闭
关一下卫生间灯,卫生间,灯,关闭
现在停止厨房油烟机,厨房,油烟机,关闭
客厅的窗帘关掉一下,客厅,窗帘,关闭
把书房空调关闭,书房,空调,关闭
客厅的窗帘帮我关一下,客厅,窗帘,关闭
麻烦请关闭厨房里面的油烟机,厨房,油烟机,关闭
把书房风扇启动,书房,风扇,打开
请开一下卧室灯,卧室,灯,打开
麻烦停止厨房里面的热水器,厨房,热水器,关闭
麻烦请打开阳台里面的窗帘,阳台,窗帘,打开
帮我请关闭卧室的风扇,卧室,风扇,关闭
帮我请打开厨房的油烟机,厨房,油烟机,打开
卧室的窗帘打开一下,卧室,窗帘,打开
我想请关闭阳台窗帘,阳台,窗帘,关闭
帮我请打开客厅的电视,客厅,电视,打开
麻烦帮我关卧室里面的窗帘,卧室,窗帘,关闭
把卫生间排风扇请关闭,卫生间,排风扇,关闭
帮我启动书房的灯,书房,灯,打开
现在请关闭卧室空调,卧室,空调,关闭
把书房灯停止,书房,灯,关闭
关上餐厅空调,餐厅,空调,关闭
我想帮我开卫生间热水器,卫生间,热水器,打开
麻烦请打开卫生间里面的热水器,卫生间,热水器,打开
把卧室空调关掉,卧室,空调,关闭
现在关掉餐厅灯,餐厅,灯,关闭
请启动卫生间排风扇,卫生间,排风扇,打开
帮我开一下厨房的油烟机,厨房,油烟机,打开
厨房的油烟机帮我开一下,厨房,油烟机,打开
帮我停止卧室的空调,卧室,空调,关闭
把卫生间热水器请关闭,卫生间,热水器,关闭
开一下书房风扇,书房,风扇,打开
麻烦关闭书房里面的空调,书房,空调,关闭
关一下厨房灯,厨房,灯,关闭
卫生间的排风扇打开一下,卫生间,排风扇,打开
把厨房热水器帮我关,厨房,热水器,关闭
请开启餐厅灯,餐厅,灯,打开
餐厅的风扇开一下一下,餐厅,风扇,打开
现在启动卫生间灯,卫生间,灯,打开
厨房的灯打开一下,厨房,灯,打开
请停止卫生间热水器,卫生间,热水器,关闭
打开书房风扇,书房,风扇,打开
我想开启卫生间排风扇,卫生间,排风扇,打开
卧室的风扇关闭一下,卧室,风扇,关闭
帮我关掉餐厅的空调,餐厅,空调,关闭
停止卧室风扇,卧室,风扇,关闭
请关一下书房窗帘,书房,窗帘,关闭
书房的空调启动一下,书房,空调,打开
请帮我关卧室窗帘,卧室,窗帘,关闭
现在帮我关卫生间热水器,卫生间,热水器,关闭
打开卫生间排风扇,卫生间,排风扇,打开
把餐厅灯关上,餐厅,灯,关闭
麻烦请关闭客厅里面的灯,客厅,灯,关闭
开启卧室窗帘,卧室,窗帘,打开
我想关上客厅空调,客厅,空调,关闭
请打开阳台灯,阳台,灯,打开
现在关掉书房窗帘,书房,窗帘,关闭
关上卧室窗帘,卧室,窗帘,关闭
帮我帮我关客厅的窗帘,客厅,窗帘,关闭
我想帮我关卧室空调,卧室,空调,关闭
请帮我关餐厅灯,餐厅,灯,关闭
我想请关闭书房空调,书房,空调,关闭
帮我开一下客厅的窗帘,客厅,窗帘,打开
麻烦打开卫生间里面的灯,卫生间,灯,打开
开一下客厅风扇,客厅,风扇,打开
现在打开书房风扇,书房,风扇,打开
帮我关掉卫生间的排风扇,卫生间,排风扇,关闭
麻烦开一下客厅里面的电视,客厅,电视,打开
打开卧室风扇,卧室,风扇,打开
关上客厅电视,客厅,电视,关闭
卫生间的热水器关上一下,卫生间,热水器,关闭
麻烦帮我开卫生间里面的热水器,卫生间,热水器,打开
我想关一下餐厅风扇,餐厅,风扇,关闭
现在启动书房风扇,书房,风扇,打开
帮我开一下厨房的灯,厨房,灯,打开
客厅的风扇关掉一下,客厅,风扇,关闭
麻烦帮我开卫生间里面的排风扇,卫生间,排风扇,打开
关一下餐厅灯,餐厅,灯,关闭
我想关上书房窗帘,书房,窗帘,关闭
把餐厅空调关掉,餐厅,空调,关闭
把阳台灯关上,阳台,灯,关闭
厨房的热水器帮我开一下,厨房,热水器,打开
我想关掉卫生间排风扇,卫生间,排风扇,关闭
帮我关卫生间灯,卫生间,灯,关闭
书房的窗帘停止一下,书房,窗帘,关闭
我想停止厨房热水器,厨房,热水器,关闭
帮我帮我开厨房的热水器,厨房,热水器,打开
我想打开阳台灯,阳台,灯,打开
麻烦打开书房里面的窗帘,书房,窗帘,打开
请关掉餐厅灯,餐厅,灯,关闭
把厨房灯关掉,厨房,灯,关闭
把餐厅风扇关闭,餐厅,风扇,关闭
请请关闭卧室窗帘,卧室,窗帘,关闭
我想关闭卫生间排风扇,卫生间,排风扇,关闭
书房的灯启动一下,书房,灯,打开
帮我开卧室空调,卧室,空调,打开
请关上卧室灯,卧室,灯,关闭
帮我关掉卫生间的排风扇,卫生间,排风扇,关闭
书房的窗帘启动一下,书房,窗帘,打开
关一下卫生间排风扇,卫生间,排风扇,关闭
把书房空调打开,书房,空调,打开
请打开餐厅风扇,餐厅,风扇,打开
帮我帮我关卧室的风扇,卧室,风扇,关闭
麻烦启动卧室里面的灯,卧室,灯,打开
麻烦启动书房里面的风扇,书房,风扇,打开
把厨房油烟机关掉,厨房,油烟机,关闭
厨房的油烟机请打开一下,厨房,油烟机,打开
请关掉客厅空调,客厅,空调,关闭
打开客厅灯,客厅,灯,打开
我想开一下厨房灯,厨房,灯,打开
厨房的灯关闭一下,厨房,灯,关闭
帮我停止客厅的灯,客厅,灯,关闭
我想打开卧室窗帘,卧室,窗帘,打开
开一下书房灯,书房,灯,打开
麻烦启动书房里面的窗帘,书房,窗帘,打开
现在开启卫生间排风扇,卫生间,排风扇,打开
餐厅的空调关掉一下,餐厅,空调,关闭
现在帮我开书房灯,书房,灯,打开
帮我关上书房的风扇,书房,风扇,关闭
麻烦停止餐厅里面的风扇,餐厅,风扇,关闭
把卧室窗帘停止,卧室,窗帘,关闭
开一下阳台灯,阳台,灯,打开
帮我关掉书房的窗帘,书房,窗帘,关闭
卧室的窗帘停止一下,卧室,窗帘,关闭
麻烦停止餐厅里面的灯,餐厅,灯,关闭
阳台的灯关一下一下,阳台,灯,关闭
帮我开一下书房的空调,书房,空调,打开
帮我开一下客厅的空调,客厅,空调,打开
帮我打开客厅的风扇,客厅,风扇,打开
现在关上书房风扇,书房,风扇,关闭
麻烦打开卧室里面的空调,卧室,空调,打开
开启卫生间灯,卫生间,灯,打开
麻烦开一下厨房里面的灯,厨房,灯,打开
关上客厅窗帘,客厅,窗帘,关闭
现在打开书房灯,书房,灯,打开
书房的空调打开一下,书房,空调,打开
帮我请关闭客厅的风扇,客厅,风扇,关闭
启动餐厅空调,餐厅,空调,打开
麻烦打开餐厅里面的空调,餐厅,空调,打开
关闭卧室灯,卧室,灯,关闭
请关掉书房空调,书房,空调,关闭
麻烦关掉卫生间里面的灯,卫生间,灯,关闭
请关一下餐厅风扇,餐厅,风扇,关闭
现在开启阳台灯,阳台,灯,打开
帮我打开卧室的风扇,卧室,风扇,打开
把卧室风扇停止,卧室,风扇,关闭
帮我帮我关客厅的电视,客厅,电视,关闭
现在帮我开阳台灯,阳台,灯,打开
麻烦启动客厅里面的灯,客厅,灯,打开
麻烦关一下客厅里面的灯,客厅,灯,关闭
麻烦打开厨房里面的油烟机,厨房,油烟机,打开
麻烦关掉卫生间里面的排风扇,卫生间,排风扇,关闭
关掉客厅电视,客厅,电视,关闭
我想关掉卧室空调,卧室,空调,关闭
帮我关掉厨房的油烟机,厨房,油烟机,关闭
卫生间的排风扇开启一下,卫生间,排风扇,打开
麻烦请打开厨房里面的热水器,厨房,热水器,打开
关掉餐厅灯,餐厅,灯,关闭
帮我启动餐厅的灯,餐厅,灯,打开
帮我开启卫生间的排风扇,卫生间,排风扇,打开
帮我请打开书房的窗帘,书房,窗帘,打开
现在开一下卧室窗帘,卧室,窗帘,打开
把客厅空调停止,客厅,空调,关闭
把餐厅空调关上,餐厅,空调,关闭
请关掉厨房热水器,厨房,热水器,关闭
现在开启卫生间热水器,卫生间,热水器,打开
书房的空调关上一下,书房,空调,关闭
麻烦关上卧室里面的风扇,卧室,风扇,关闭
我想请关闭卧室灯,卧室,灯,关闭
把厨房热水器打开,厨房,热水器,打开
麻烦停止书房里面的窗帘,书房,窗帘,关闭
厨房的灯停止一下,厨房,灯,关闭
请开一下卫生间排风扇,卫生间,排风扇,打开
请关掉卧室风扇,卧室,风扇,关闭
我想关掉厨房热水器,厨房,热水器,关闭
请打开卫生间灯,卫生间,灯,打开
帮我帮我开客厅的灯,客厅,灯,打开
麻烦打开书房里面的风扇,书房,风扇,打开
厨房的热水器启动一下,厨房,热水器,打开
帮我请关闭阳台的灯,阳台,灯,关闭
帮我开启客厅的空调,客厅,空调,打开
现在请关闭客厅灯,客厅,灯,关闭
现在关闭卧室窗帘,卧室,窗帘,关闭
请打开卧室窗帘,卧室,窗帘,打开
卫生间的灯关掉一下,卫生间,灯,关闭
麻烦请打开卧室里面的风扇,卧室,风扇,打开
卧室的风扇帮我开一下,卧室,风扇,打开
把客厅电视帮我开,客厅,电视,打开
现在请关闭卫生间热水器,卫生间,热水器,关闭
麻烦关一下书房里面的灯,书房,灯,关闭
关掉书房空调,书房,空调,关闭
我想打开厨房油烟机,厨房,油烟机,打开
现在请关闭餐厅空调,餐厅,空调,关闭
帮我关闭卧室的空调,卧室,空调,关闭
帮我停止餐厅的空调,餐厅,空调,关闭
把客厅窗帘开启,客厅,窗帘,打开
帮我开阳台灯,阳台,灯,打开
厨房的热水器关掉一下,厨房,热水器,关闭
厨房的灯帮我关一下,厨房,灯,关闭
我想帮我开卧室风扇,卧室,风扇,打开
帮我开启厨房的油烟机,厨房,油烟机,打开
我想开启卧室窗帘,卧室,窗帘,打开
我想停止餐厅空调,餐厅,空调,关闭
现在帮我关客厅电视,客厅,电视,关闭
麻烦启动阳台里面的灯,阳台,灯,打开
麻烦停止阳台里面的灯,阳台,灯,关闭
现在关闭书房风扇,书房,风扇,关闭
麻烦帮我开客厅里面的电视,客厅,电视,打开
麻烦关一下客厅里面的空调,客厅,空调,关闭
客厅的电视关上一下,客厅,电视,关闭
开启厨房热水器,厨房,热水器,打开
麻烦启动卧室里面的窗帘,卧室,窗帘,打开
把卧室风扇启动,卧室,风扇,打开
请关掉卫生间热水器,卫生间,热水器,关闭
把书房窗帘打开,书房,窗帘,打开
我想停止客厅风扇,客厅,风扇,关闭
现在打开书房空调,书房,空调,打开
把卧室空调关上,卧室,空调,关闭
我想关上卧室空调,卧室,空调,关闭
请打开卫生间热水器,卫生间,热水器,打开
把卫生间排风扇关一下,卫生间,排风扇,关闭
关一下卫生间热水器,卫生间,热水器,关闭
把卧室空调开一下,卧室,空调,打开
现在关掉客厅空调,客厅,空调,关闭
卫生间的灯关闭一下,卫生间,灯,关闭
客厅的风扇关掉一下,客厅,风扇,关闭
帮我停止厨房的油烟机,厨房,油烟机,关闭
我想关一下书房风扇,书房,风扇,关闭
我想开启卧室空调,卧室,空调,打开
阳台的窗帘开启一下,阳台,窗帘,打开
客厅的电视关一下一下,客厅,电视,关闭
麻烦关掉书房里面的灯,书房,灯,关闭
麻烦关上书房里面的风扇,书房,风扇,关闭
把客厅电视开一下,客厅,电视,打开
把卫生间热水器打开,卫生间,热水器,打开
帮我打开书房的风扇,书房,风扇,打开
请停止客厅空调,客厅,空调,关闭
麻烦关掉书房里面的空调,书房,空调,关闭
停止卫生间灯,卫生间,灯,关闭
我想帮我开餐厅空调,餐厅,空调,打开
开一下卧室灯,卧室,灯,打开
餐厅的灯开启一下,餐厅,灯,打开
帮我启动卧室的空调,卧室,空调,打开
打开书房窗帘,书房,窗帘,打开
请启动卫生间热水器,卫生间,热水器,打开
客厅的电视关掉一下,客厅,电视,关闭
我想帮我关客厅空调,客厅,空调,关闭
现在关上客厅灯,客厅,灯,关闭
书房的空调开一下一下,书房,空调,打开
请关上餐厅灯,餐厅,灯,关闭
现在打开卧室灯,卧室,灯,打开
我想打开餐厅灯,餐厅,灯,打开
关上书房窗帘,书房,窗帘,关闭
餐厅的风扇帮我开一下,餐厅,风扇,打开
我想开一下客厅风扇,客厅,风扇,打开
停止阳台灯,阳台,灯,关闭
卫生间的排风扇开一下一下,卫生间,排风扇,打开
帮我开一下卫生间的灯,卫生间,灯,打开
请启动书房窗帘,书房,窗帘,打开
请开启书房空调,书房,空调,打开
关掉客厅空调,客厅,空调,关闭
我想启动阳台窗帘,阳台,窗帘,打开
把卧室风扇打开,卧室,风扇,打开
请打开厨房热水器,厨房,热水器,打开
麻烦请关闭厨房里面的灯,厨房,灯,关闭
请关一下客厅空调,客厅,空调,关闭
现在开一下书房窗帘,书房,窗帘,打开
开启书房灯,书房,灯,打开
阳台的窗帘关掉一下,阳台,窗帘,关闭
把书房风扇开一下,书房,风扇,打开
我想关掉餐厅风扇,餐厅,风扇,关闭
餐厅的空调停止一下,餐厅,空调,关闭
帮我开卧室风扇,卧室,风扇,打开
请打开阳台灯,阳台,灯,打开
请关闭阳台窗帘,阳台,窗帘,关闭
麻烦关一下阳台里面的灯,阳台,灯,关闭
餐厅的空调帮我关一下,餐厅,空调,关闭
帮我关客厅灯,客厅,灯,关闭
请关闭客厅电视,客厅,电视,关闭
我想打开卧室灯,卧室,灯,打开
麻烦关掉卧室里面的空调,卧室,空调,关闭
打开阳台灯,阳台,灯,打开
帮我关掉阳台的窗帘,阳台,窗帘,关闭
请帮我开书房窗帘,书房,窗帘,打开
麻烦关一下卧室里面的风扇,卧室,风扇,关闭
请关闭客厅风扇,客厅,风扇,关闭
帮我打开客厅的窗帘,客厅,窗帘,打开
餐厅的空调请关闭一下,餐厅,空调,关闭
现在开一下客厅窗帘,客厅,窗帘,打开
把卧室风扇关闭,卧室,风扇,关闭
帮我关上客厅的空调,客厅,空调,关闭
帮我关掉客厅的空调,客厅,空调,关闭
我想关掉书房灯,书房,灯,关闭
请关闭卫生间排风扇,卫生间,排风扇,关闭
把书房风扇关掉,书房,风扇,关闭
请打开卫生间灯,卫生间,灯,打开
把阳台窗帘开一下,阳台,窗帘,打开
现在请关闭客厅空调,客厅,空调,关闭
书房的灯打开一下,书房,灯,打开
餐厅的风扇停止一下,餐厅,风扇,关闭
打开餐厅风扇,餐厅,风扇,打开
开一下厨房油烟机,厨房,油烟机,打开
把厨房油烟机停止,厨房,油烟机,关闭
停止客厅风扇,客厅,风扇,关闭
把书房灯启动,书房,灯,打开
请打开餐厅风扇,餐厅,风扇,打开
现在帮我关客厅空调,客厅,空调,关闭
麻烦关掉卫生间里面的热水器,卫生间,热水器,关闭
帮我关上卫生间的排风扇,卫生间,排风扇,关闭
现在关掉阳台窗帘,阳台,窗帘,关闭
把客厅灯启动,客厅,灯,打开
把阳台窗帘帮我开,阳台,窗帘,打开
我想帮我关厨房热水器,厨房,热水器,关闭
麻烦关上厨房里面的热水器,厨房,热水器,关闭
我想关闭客厅窗帘,客厅,窗帘,关闭
帮我停止客厅的电视,客厅,电视,关闭
厨房的热水器关掉一下,厨房,热水器,关闭
我想关一下阳台灯,阳台,灯,关闭
客厅的风扇请打开一下,客厅,风扇,打开
开一下厨房灯,厨房,灯,打开
开一下书房空调,书房,空调,打开
请打开书房风扇,书房,风扇,打开
卧室的窗帘关掉一下,卧室,窗帘,关闭
我想关上阳台灯,阳台,灯,关闭
餐厅的灯打开一下,餐厅,灯,打开
我想请关闭厨房热水器,厨房,热水器,关闭
停止卫生间热水器,卫生间,热水器,关闭
开一下客厅灯,客厅,灯,打开
我想关闭餐厅灯,餐厅,灯,关闭
帮我关掉书房的灯,书房,灯,关闭
把厨房热水器请打开,厨房,热水器,打开
请关上客厅灯,客厅,灯,关闭
帮我请关闭书房的空调,书房,空调,关闭
把客厅灯关上,客厅,灯,关闭
我想停止厨房油烟机,厨房,油烟机,关闭
请开一下餐厅风扇,餐厅,风扇,打开
把卫生间热水器启动,卫生间,热水器,打开
把客厅风扇开一下,客厅,风扇,打开
我想关闭书房灯,书房,灯,关闭
打开卧室空调,卧室,空调,打开
我想停止客厅灯,客厅,灯,关闭
现在关闭卫生间热水器,卫生间,热水器,关闭
我想开启厨房热水器,厨房,热水器,打开
把阳台窗帘停止,阳台,窗帘,关闭
现在帮我开卧室空调,卧室,空调,打开
把书房窗帘停止,书房,窗帘,关闭
请关一下客厅电视,客厅,电视,关闭
帮我停止卧室的风扇,卧室,风扇,关闭
把阳台灯开启,阳台,灯,打开
我想开一下客厅灯,客厅,灯,打开
麻烦关闭卫生间里面的灯,卫生间,灯,关闭
我想开启餐厅灯,餐厅,灯,打开
我想帮我开客厅电视,客厅,电视,打开
帮我打开卫生间的灯,卫生间,灯,打开
把客厅窗帘关上,客厅,窗帘,关闭
请关闭餐厅风扇,餐厅,风扇,关闭
麻烦关闭阳台里面的窗帘,阳台,窗帘,关闭
卫生间的排风扇帮我开一下,卫生间,排风扇,打开
帮我停止餐厅的灯,餐厅,灯,关闭
请打开书房灯,书房,灯,打开
请启动餐厅风扇,餐厅,风扇,打开
麻烦开启卧室里面的空调,卧室,空调,打开
把卧室风扇开一下,卧室,风扇,打开
请关掉卫生间排风扇,卫生间,排风扇,关闭
帮我开一下书房的窗帘,书房,窗帘,打开
现在帮我关厨房热水器,厨房,热水器,关闭
请打开卫生间排风扇,卫生间,排风扇,打开
帮我打开书房的窗帘,书房,窗帘,打开
关一下餐厅空调,餐厅,空调,关闭
厨房的油烟机启动一下,厨房,油烟机,打开
帮我关一下阳台的灯,阳台,灯,关闭
我想关掉阳台窗帘,阳台,窗帘,关闭
卧室的窗帘请关闭一下,卧室,窗帘,关闭
把客厅风扇关掉,客厅,风扇,关闭
请开启卧室灯,卧室,灯,打开
客厅的灯请关闭一下,客厅,灯,关闭
餐厅的风扇关上一下,餐厅,风扇,关闭
把餐厅灯关掉,餐厅,灯,关闭
请帮我开卧室灯,卧室,灯,打开
厨房的油烟机打开一下,厨房,油烟机,打开
现在关掉卧室风扇,卧室,风扇,关闭
请帮我开卫生间排风扇,卫生间,排风扇,打开
请请关闭客厅空调,客厅,空调,关闭
我想启动餐厅灯,餐厅,灯,打开
麻烦请打开卧室里面的灯,卧室,灯,打开
麻烦打开书房里面的窗帘,书房,窗帘,打开
帮我关闭书房的风扇,书房,风扇,关闭
请请关闭餐厅风扇,餐厅,风扇,关闭
客厅的风扇帮我开一下,客厅,风扇,打开
餐厅的风扇帮我关一下,餐厅,风扇,关闭
餐厅的空调开一下一下,餐厅,空调,打开
开启客厅灯,客厅,灯,打开
帮我关掉厨房的热水器,厨房,热水器,关闭
我想请打开客厅灯,客厅,灯,打开
麻烦请打开餐厅里面的风扇,餐厅,风扇,打开
麻烦打开厨房里面的灯,厨房,灯,打开
现在关一下卫生间灯,卫生间,灯,关闭
启动书房风扇,书房,风扇,打开
我想帮我开客厅灯,客厅,灯,打开
我想帮我关书房窗帘,书房,窗帘,关闭
现在请关闭餐厅灯,餐厅,灯,关闭
打开客厅窗帘,客厅,窗帘,打开
厨房的灯开启一下,厨房,灯,打开
客厅的灯停止一下,客厅,灯,关闭
现在打开餐厅空调,餐厅,空调,打开
帮我关掉卧室的空调,卧室,空调,关闭
现在停止餐厅灯,餐厅,灯,关闭
现在请打开卧室窗帘,卧室,窗帘,打开
书房的空调关一下一下,书房,空调,关闭
现在关上阳台窗帘,阳台,窗帘,关闭
帮我关上厨房的油烟机,厨房,油烟机,关闭
打开卧室窗帘,卧室,窗帘,打开
请关闭厨房油烟机,厨房,油烟机,关闭
帮我帮我开客厅的电视,客厅,电视,打开
帮我打开餐厅的灯,餐厅,灯,打开
我想请打开卫生间热水器,卫生间,热水器,打开
把卫生间热水器打开,卫生间,热水器,打开
请帮我开餐厅风扇,餐厅,风扇,打开
请开一下卧室风扇,卧室,风扇,打开
我想帮我关客厅电视,客厅,电视,关闭
卫生间的热水器打开一下,卫生间,热水器,打开
我想关上厨房灯,厨房,灯,关闭
开启餐厅空调,餐厅,空调,打开
帮我关上餐厅的灯,餐厅,灯,关闭
现在关掉卫生间灯,卫生间,灯,关闭
书房的风扇启动一下,书房,风扇,打开
帮我关客厅风扇,客厅,风扇,关闭
卧室的窗帘帮我关一下,卧室,窗帘,关闭
帮我开启客厅的灯,客厅,灯,打开
我想请打开餐厅空调,餐厅,空调,打开
卫生间的排风扇帮我关一下,卫生间,排风扇,关闭
帮我开一下卧室的灯,卧室,灯,打开
请打开客厅窗帘,客厅,窗帘,打开
我想请关闭厨房油烟机,厨房,油烟机,关闭
现在请打开书房风扇,书房,风扇,打开
现在请打开卧室风扇,卧室,风扇,打开
我想关掉阳台灯,阳台,灯,关闭
把卫生间热水器请打开,卫生间,热水器,打开
麻烦关一下书房里面的风扇,书房,风扇,关闭
帮我帮我开卫生间的灯,卫生间,灯,打开
麻烦请关闭餐厅里面的空调,餐厅,空调,关闭
客厅的电视打开一下,客厅,电视,打开
请打开餐厅空调,餐厅,空调,打开
现在帮我关厨房灯,厨房,灯,关闭
打开书房空调,书房,空调,打开
卧室的灯关上一下,卧室,灯,关闭
我想帮我开书房窗帘,书房,窗帘,打开
帮我开一下客厅的电视,客厅,电视,打开
我想关掉客厅电视,客厅,电视,关闭
卫生间的排风扇关掉一下,卫生间,排风扇,关闭
现在关一下客厅灯,客厅,灯,关闭
关闭餐厅风扇,餐厅,风扇,关闭
我想打开阳台窗帘,阳台,窗帘,打开
把书房窗帘请关闭,书房,窗帘,关闭
卧室的空调关闭一下,卧室,空调,关闭
把书房灯请打开,书房,灯,打开
我想打开阳台窗帘,阳台,窗帘,打开
关掉卧室风扇,卧室,风扇,关闭
现在请打开客厅窗帘,客厅,窗帘,打开
麻烦打开卧室里面的风扇,卧室,风扇,打开
帮我帮我开客厅的空调,客厅,空调,打开
麻烦关掉厨房里面的油烟机,厨房,油烟机,关闭
我想关一下厨房灯,厨房,灯,关闭
把书房窗帘关上,书房,窗帘,关闭
麻烦停止书房里面的风扇,书房,风扇,关闭
帮我打开餐厅的空调,餐厅,空调,打开
把卧室风扇打开,卧室,风扇,打开
帮我打开客厅的电视,客厅,电视,打开
我想启动书房窗帘,书房,窗帘,打开
卧室的窗帘关一下一下,卧室,窗帘,关闭
请打开卧室灯,卧室,灯,打开
麻烦关掉厨房里面的灯,厨房,灯,关闭
客厅的风扇打开一下,客厅,风扇,打开
帮我开一下卧室的空调,卧室,空调,打开
现在停止卧室灯,卧室,灯,关闭
现在打开卫生间热水器,卫生间,热水器,打开
卧室的窗帘启动一下,卧室,窗帘,打开
我想帮我开卧室灯,卧室,灯,打开
现在帮我关阳台灯,阳台,灯,关闭
帮我关上客厅的窗帘,客厅,窗帘,关闭
请请打开阳台灯,阳台,灯,打开
现在开启书房灯,书房,灯,打开
书房的空调请关闭一下,书房,空调,关闭
把餐厅空调打开,餐厅,空调,打开
麻烦打开书房里面的风扇,书房,风扇,打开
停止厨房热水器,厨房,热水器,关闭
现在开启客厅窗帘,客厅,窗帘,打开
现在帮我关书房窗帘,书房,窗帘,关闭
关掉厨房灯,厨房,灯,关闭
麻烦请关闭卫生间里面的热水器,卫生间,热水器,关闭
